Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Quality Rating Score,Noise Exceedance Rating
2013,December,VIR,VIRGIN ATLANTIC,1,61,16,9.9,9.90
2013,December,DLH,LUFTHANSA,2,106,19,9.89,9.89
2013,December,BAW,BRITISH AIRWAYS,3,120,25,9.85,9.85
2013,December,TRS,AIRTRAN AIRWAYS,2,62,32,9.81,9.81
2013,December,ACA,AIR CANADA,15,440,34,9.8,9.80
2013,December,UAL,UNITED AIRLINES,363,9450,38,9.77,9.77
2013,December,AMX,AEROMEXICO,8,200,40,9.77,9.77
2013,December,CES,CHINA EASTERN,3,62,48,9.72,9.72
2013,December,ABX,AIRBORNE EXPRESS,6,84,71,9.58,9.58
2013,December,FDX,FEDERAL EXPRESS,6,82,73,9.57,9.57
2013,December,TAI,TACA INTERNATIONAL AIRLINES,10,85,118,9.31,9.31
2013,December,CCA,AIR CHINA,9,62,145,9.15,9.15
2013,December,NCA,NIPPON CARGO AIRLINES,10,40,250,8.53,8.53
2013,December,ANZ,AIR NEW ZEALAND,20,62,323,8.11,8.11
2013,December,EVA,EVA AIRWAYS,47,123,382,7.76,7.76
2013,December,CPA,CATHAY PACIFIC AIRWAYS,53,130,408,7.61,7.61
2013,December,SIA,SINGAPORE AIRLINES,57,123,463,7.28,7.28
2013,December,KAL,KOREAN AIR,61,125,488,7.13,7.13
2013,December,AAR,ASIANA AIRLINES,98,114,860,4.95,4.95
2013,December,PAL,PHILIPPINE AIRLINES,80,62,1290,2.42,2.42
2013,December,CAL,CHINA AIRLINES,172,101,1703,0,-0.00
2014,January,CPZ,COMPASS AIRLINES,1,828,1,9.99,9.99
2014,January,SKW,SKYWEST,18,8279,2,9.99,9.99
2014,January,DAL,DELTA AIRLINES,7,1265,6,9.97,9.97
2014,January,ASA,ALASKA AIRLINES,7,802,9,9.95,9.95
2014,January,DLH,LUFTHANSA,1,114,9,9.95,9.95
2014,January,AAL,AMERICAN AIRLINES,16,1697,9,9.95,9.95
2014,January,AWE,US AIRWAYS,9,838,11,9.94,9.94
2014,January,VRD,VIRGIN AMERICA,36,2894,12,9.93,9.93
2014,January,FFT,FRONTIER AIRLINES,3,218,14,9.93,9.93
2014,January,ANZ,AIR NEW ZEALAND,1,62,16,9.91,9.91
2014,January,BAW,BRITISH AIRWAYS,2,124,16,9.91,9.91
2014,January,HAL,HAWAIIAN AIRLINES,1,62,16,9.91,9.91
2014,January,SWR,SWISS INTERNATIONAL AIRLINES,1,62,16,9.91,9.91
2014,January,CCA,AIR CHINA,1,61,16,9.91,9.91
2014,January,JBU,JETBLUE,11,658,17,9.91,9.91
2014,January,SWA,SOUTHWEST AIRLINES,39,2211,18,9.91,9.91
2014,January,ACA,AIR CANADA,9,433,21,9.89,9.89
2014,January,AMX,AEROMEXICO,6,189,32,9.83,9.83
2014,January,UAL,UNITED AIRLINES,378,8927,42,9.77,9.77
2014,January,VIR,VIRGIN ATLANTIC,3,62,48,9.74,9.74
2014,January,TRS,AIRTRAN AIRWAYS,4,59,68,9.63,9.63
2014,January,TAI,TACA INTERNATIONAL AIRLINES,9,89,101,9.46,9.46
2014,January,FDX,FEDERAL EXPRESS,8,68,118,9.37,9.37
2014,January,ABX,AIRBORNE EXPRESS,11,88,125,9.33,9.33
2014,January,CPA,CATHAY PACIFIC AIRWAYS,45,128,352,8.11,8.11
2014,January,EVA,EVA AIRWAYS,47,125,376,7.98,7.98
2014,January,NCA,NIPPON CARGO AIRLINES,17,42,405,7.82,7.82
2014,January,KAL,KOREAN AIR,57,120,475,7.44,7.44
2014,January,SIA,SINGAPORE AIRLINES,61,124,492,7.35,7.35
2014,January,AAR,ASIANA AIRLINES,96,115,835,5.51,5.51
2014,January,PAL,PHILIPPINE AIRLINES,84,64,1313,2.93,2.93
2014,January,CAL,CHINA AIRLINES,195,105,1857,0,0.00
2014,February,SKW,SKYWEST,12,6882,2,9.99,9.99
2014,February,BAW,BRITISH AIRWAYS,1,114,9,9.95,9.95
2014,February,FFT,FRONTIER AIRLINES,2,200,10,9.94,9.94
2014,February,CPZ,COMPASS AIRLINES,8,767,10,9.94,9.94
2014,February,DAL,DELTA AIRLINES,16,1106,14,9.92,9.92
2014,February,CCA,AIR CHINA,1,57,18,9.9,9.90
2014,February,HAL,HAWAIIAN AIRLINES,1,56,18,9.9,9.90
2014,February,AWE,US AIRWAYS,14,719,19,9.89,9.89
2014,February,AAL,AMERICAN AIRLINES,29,1488,19,9.89,9.89
2014,February,JBU,JETBLUE,13,605,21,9.88,9.88
2014,February,VRD,VIRGIN AMERICA,58,2493,23,9.87,9.87
2014,February,ASA,ALASKA AIRLINES,18,697,26,9.86,9.86
2014,February,SWA,SOUTHWEST AIRLINES,54,1940,28,9.84,9.84
2014,February,ACA,AIR CANADA,15,392,38,9.79,9.79
2014,February,UAL,UNITED AIRLINES,324,8076,40,9.78,9.78
2014,February,AMX,AEROMEXICO,8,139,58,9.68,9.68
2014,February,TAI,TACA INTERNATIONAL AIRLINES,5,78,64,9.64,9.64
2014,February,TRS,AIRTRAN AIRWAYS,5,54,93,9.48,9.48
2014,February,FDX,FEDERAL EXPRESS,7,62,113,9.37,9.37
2014,February,ANZ,AIR NEW ZEALAND,8,56,143,9.2,9.20
2014,February,ABX,AIRBORNE EXPRESS,18,76,237,8.67,8.67
2014,February,CPA,CATHAY PACIFIC AIRWAYS,44,114,386,7.84,7.84
2014,February,EVA,EVA AIRWAYS,44,108,407,7.72,7.72
2014,February,NCA,NIPPON CARGO AIRLINES,16,36,444,7.51,7.51
2014,February,KAL,KOREAN AIR,49,108,454,7.46,7.46
2014,February,SIA,SINGAPORE AIRLINES,60,112,536,7,7.00
2014,February,AAR,ASIANA AIRLINES,79,103,767,5.7,5.70
2014,February,PAL,PHILIPPINE AIRLINES,75,56,1339,2.49,2.49
2014,February,CAL,CHINA AIRLINES,157,88,1784,0,0.00
2014,March,SKW,SKYWEST,19,8484,2,9.99,9.99
2014,March,VRD,VIRGIN AMERICA,31,2823,11,9.95,9.95
2014,March,CPZ,COMPASS AIRLINES,12,992,12,9.94,9.94
2014,March,AAL,AMERICAN AIRLINES,23,1749,13,9.94,9.94
2014,March,DAL,DELTA AIRLINES,21,1356,15,9.93,9.93
2014,March,SWA,SOUTHWEST AIRLINES,40,2339,17,9.92,9.92
2014,March,AWE,US AIRWAYS,17,871,20,9.91,9.91
2014,March,FFT,FRONTIER AIRLINES,5,226,22,9.9,9.90
2014,March,ASA,ALASKA AIRLINES,19,855,22,9.9,9.90
2014,March,JBU,JETBLUE,19,692,27,9.87,9.87
2014,March,ACA,AIR CANADA,14,455,31,9.86,9.86
2014,March,HAL,HAWAIIAN AIRLINES,2,62,32,9.85,9.85
2014,March,AFR,AIR FRANCE,2,59,34,9.84,9.84
2014,March,UAL,UNITED AIRLINES,401,9333,43,9.8,9.80
2014,March,TRS,AIRTRAN AIRWAYS,3,62,48,9.78,9.78
2014,March,AMX,AEROMEXICO,8,151,53,9.75,9.75
2014,March,TAI,TACA INTERNATIONAL AIRLINES,5,88,57,9.74,9.74
2014,March,ABX,AIRBORNE EXPRESS,7,82,85,9.61,9.61
2014,March,DLH,LUFTHANSA,11,120,92,9.58,9.58
2014,March,ANZ,AIR NEW ZEALAND,6,63,95,9.56,9.56
2014,March,FDX,FEDERAL EXPRESS,8,58,138,9.36,9.36
2014,March,BAW,BRITISH AIRWAYS,19,123,154,9.29,9.29
2014,March,NCA,NIPPON CARGO AIRLINES,21,52,404,8.13,8.13
2014,March,KAL,KOREAN AIR,54,123,439,7.97,7.97
2014,March,EVA,EVA AIRWAYS,57,124,460,7.87,7.87
2014,March,CPA,CATHAY PACIFIC AIRWAYS,58,123,472,7.82,7.82
2014,March,SIA,SINGAPORE AIRLINES,60,123,488,7.74,7.74
2014,March,AAR,ASIANA AIRLINES,88,113,779,6.4,6.40
2014,March,GTI,ATLAS AIR,1,1,1000,5.37,5.37
2014,March,CAL,CHINA AIRLINES,180,109,1651,2.36,2.36
2014,March,PAL,PHILIPPINE AIRLINES,134,62,2161,0,-0.00
2014,April,SKW,SKYWEST,20,7729,3,9.99,9.99
2014,April,CPZ,COMPASS AIRLINES,16,1259,13,9.95,9.95
2014,April,AAL,AMERICAN AIRLINES,24,1731,14,9.95,9.95
2014,April,HAL,HAWAIIAN AIRLINES,1,66,15,9.94,9.94
2014,April,VRD,VIRGIN AMERICA,44,2904,15,9.94,9.94
2014,April,FFT,FRONTIER AIRLINES,4,230,17,9.94,9.94
2014,April,ASA,ALASKA AIRLINES,16,913,18,9.94,9.94
2014,April,DAL,DELTA AIRLINES,24,1323,18,9.93,9.93
2014,April,AWE,US AIRWAYS,21,907,23,9.92,9.92
2014,April,SWA,SOUTHWEST AIRLINES,61,2408,25,9.91,9.91
2014,April,ACA,AIR CANADA,14,459,31,9.89,9.89
2014,April,JBU,JETBLUE,22,705,31,9.89,9.89
2014,April,UAL,UNITED AIRLINES,331,9906,33,9.88,9.88
2014,April,AMX,AEROMEXICO AIRLINES,12,201,60,9.78,9.78
2014,April,BAW,BRITISH AIRWAYS,9,120,75,9.73,9.73
2014,April,TRS,AIRTRAN AIRWAYS,6,60,100,9.64,9.64
2014,April,TAI,TACA INTERNATIONAL AIRLINES,11,85,129,9.53,9.53
2014,April,ABX,AIRBORNE EXPRESS,13,88,148,9.46,9.46
2014,April,FDX,FEDERAL EXPRESS,12,73,164,9.4,9.40
2014,April,EVA,EVA AIRWAYS,42,122,344,8.75,8.75
2014,April,ANZ,AIR NEW ZEALAND,23,60,383,8.61,8.61
2014,April,NCA,NIPPON CARGO AIRLINES,20,51,392,8.57,8.57
2014,April,CPA,CATHAY PACIFIC AIRWAYS,57,120,475,8.27,8.27
2014,April,SIA,SINGAPORE AIRLINES,57,120,475,8.27,8.27
2014,April,KAL,KOREAN AIR,72,120,600,7.82,7.82
2014,April,AAR,ASIANA AIRLINES,98,112,875,6.82,6.82
2014,April,CAL,CHINA AIRLINES,167,112,1491,4.58,4.58
2014,April,PAL,PHILIPPINE AIRLINES,165,60,2750,0,0.00
2014,May,SKW,SKYWEST,34,7767,4,9.98,9.98
2014,May,CPZ,COMPASS,18,1228,15,9.93,9.93
2014,May,VRD,VIRGIN AMERICA,54,3062,18,9.91,9.91
2014,May,AAL,AMERICAN AIRLINES,43,1754,25,9.88,9.88
2014,May,FFT,FRONTIER AIRLINES,7,280,25,9.88,9.88
2014,May,DAL,DELTA AIRLINES,41,1444,28,9.86,9.86
2014,May,JBU,JETBLUE,22,685,32,9.84,9.84
2014,May,ASA,ALASKA AIRLINES,31,943,33,9.84,9.84
2014,May,AWE,US AIRWAYS,34,993,34,9.83,9.83
2014,May,UAL,UNITED AIRLINES,361,10465,34,9.83,9.83
2014,May,SWA,SOUTHWEST AIRLINES,87,2469,35,9.83,9.83
2014,May,ACA,AIR CANADA,25,633,39,9.8,9.80
2014,May,WJA,WESTJET AIRLINES,7,124,56,9.72,9.72
2014,May,AMX,AEROMEXICO,13,220,59,9.71,9.71
2014,May,TRS,AIRTRAN AIRWAYS,5,62,81,9.6,9.60
2014,May,VIR,VIRGIN ATLANTIC,5,62,81,9.6,9.60
2014,May,BAW,BRITISH AIRWAYS,12,125,96,9.52,9.52
2014,May,ABX,AIRBORNE EXPRESS,10,84,119,9.41,9.41
2014,May,TAI,TACA INTERNATIONAL AIRLINES,13,88,148,9.27,9.27
2014,May,FDX,FEDERAL EXPRESS,11,67,164,9.19,9.19
2014,May,NCA,NIPPON CARGO AIRLINES,11,56,196,9.03,9.03
2014,May,SIA,SINGAPORE AIRLINES,48,124,387,8.08,8.08
2014,May,EVA,EVA AIRWAYS,56,120,467,7.69,7.69
2014,May,CPA,CATHAY PACIFIC AIRWAYS,63,124,508,7.48,7.48
2014,May,KAL,KOREAN AIR,74,122,607,6.99,6.99
2014,May,ANZ,AIR NEW ZEALAND,45,62,726,6.4,6.40
2014,May,AAR,ASIANA AIRLINES,82,112,732,6.37,6.37
2014,May,CAL,CHINA AIRLINES,178,115,1548,2.32,2.32
2014,May,PAL,PHILIPPINE AIRLINES,125,62,2016,0,-0.00
2014,June,SKW,SKYWEST,40,6926,6,9.97,9.97
2014,June,FFT,FRONTIER AIRLINES,2,272,7,9.97,9.97
2014,June,SCX,SUN COUNTRY,1,130,8,9.97,9.97
2014,June,EJA,NETJETS AVIATION,3,371,8,9.96,9.96
2014,June,CPZ,COMPASS AIRLINES,16,1119,14,9.94,9.94
2014,June,VRD,VIRGIN AMERICA,49,3048,16,9.93,9.93
2014,June,ANA,ALL NIPPON AIRWAYS,1,60,17,9.92,9.92
2014,June,JAL,JAPAN AIRLINES,1,60,17,9.92,9.92
2014,June,AFR,AIR FRANCE,2,100,20,9.91,9.91
2014,June,BAW,BRITISH AIRWAYS,3,121,25,9.89,9.89
2014,June,DAL,DELTA AIRLINES,52,1652,31,9.86,9.86
2014,June,SWA,SOUTHWEST AIRLINES,82,2551,32,9.85,9.85
2014,June,ASA,ALASKA AIRLINES,33,1025,32,9.85,9.85
2014,June,JBU,JETBLUE,22,665,33,9.85,9.85
2014,June,CES,CHINA EASTERN,2,60,33,9.85,9.85
2014,June,ACA,AIR CANADA,25,716,35,9.84,9.84
2014,June,AWE,US AIRWAYS,38,1003,38,9.83,9.83
2014,June,AAL,AMERICAN AIRLINES,70,1806,39,9.83,9.83
2014,June,UAL,UNITED AIRLINES,432,10711,40,9.82,9.82
2014,June,KLM,KLM ROYAL DUTCH AIRLINES,3,60,50,9.77,9.77
2014,June,TRS,AIRTRAN AIRWAYS,3,58,52,9.77,9.77
2014,June,WJA,WESTJET AIRLINES,7,120,58,9.74,9.74
2014,June,TAI,TACA INTERNATIONAL AIRLINES,6,87,69,9.69,9.69
2014,June,AMX,AEROMEXICO,20,209,96,9.57,9.57
2014,June,FDX,FEDERAL EXPRESS,14,66,212,9.04,9.04
2014,June,XLF,XL AIRWAYS,4,18,222,9,9.00
2014,June,ABX,AIRBORNE EXPRESS,21,83,253,8.86,8.86
2014,June,NCA,NIPPON CARGO AIRLINES,23,52,442,8,8.00
2014,June,SIA,SINGAPORE AIRLINES,56,122,459,7.93,7.93
2014,June,EVA,EVA AIRWAYS,60,126,476,7.85,7.85
2014,June,CPA,CATHAY PACIFIC AIRWAYS,70,120,583,7.37,7.37
2014,June,KAL,KOREAN AIR,76,121,628,7.17,7.17
2014,June,AAR,ASIANA AIRLINES,115,115,1000,5.49,5.49
2014,June,ANZ,AIR NEW ZEALAND,79,59,1339,3.96,3.96
2014,June,CAL,CHINA AIRLINES,176,113,1558,2.97,2.97
2014,June,PAL,PHILIPPINE AIRLINES,133,60,2217,0,0.00
2014,July,SKW,SKYWEST,47,7367,6,9.98,9.98
2014,July,FFT,FRONTIER AIRLINES,2,275,7,9.98,9.98
2014,July,CPZ,COMPASS AIRLINES,9,1217,7,9.98,9.98
2014,July,VRD,VIRGIN AMERICA,31,3113,10,9.97,9.97
2014,July,DLH,LUFTHANSA,2,124,16,9.95,9.95
2014,July,SWA,SOUTHWEST AIRLINES,52,2613,20,9.94,9.94
2014,July,ASA,ALASKA AIRLINES,24,1108,22,9.94,9.94
2014,July,DAL,DELTA AIRLINES,50,1791,28,9.92,9.92
2014,July,ACA,AIR CANADA,23,736,31,9.91,9.91
2014,July,VIR,VIRGIN ATLANTIC,2,62,32,9.91,9.91
2014,July,UAL,UNITED AIRLINES,362,11129,33,9.91,9.91
